id,name,recordHolders_0_name,recordHolders_0_country_name,recordHolders_0_country_id,recordHolders_0_active,goatPoints,value
GrassTitlesWonWOBreakAgainst,Grass Titles Won W/O Break Against,Richard Krajicek,Netherlands,NED,false,,2
CarpetTitlesWonWOBreakAgainst,Carpet Titles Won W/O Break Against,Pete Sampras,United States,USA,false,,1
OutdoorTitlesWonWOBreakAgainst,Outdoor Titles Won W/O Break Against,Roger Federer,Switzerland,SUI,true,,4
IndoorTitlesWonWOBreakAgainst,Indoor Titles Won W/O Break Against,Joachim Johansson,Sweden,SWE,false,,2
MatchesPlayed,Most Matches Played,Jimmy Connors,United States,USA,false,,1560
GrandSlamMatchesPlayed,Most Grand Slam Matches Played,Roger Federer,Switzerland,SUI,true,,429
TourFinalsMatchesPlayed,Most Tour Finals Matches Played,Roger Federer,Switzerland,SUI,true,,76
AltFinalsMatchesPlayed,Most Alternative Tour Finals Matches Played,Rod Laver,Australia,AUS,false,,29
MastersMatchesPlayed,Most Masters Matches Played,Roger Federer,Switzerland,SUI,true,,489
OlympicsMatchesPlayed,Most Olympics Matches Played,Novak Djokovic,Serbia,SRB,true,,19
ATP500MatchesPlayed,Most ATP 500/CS Matches Played,Jimmy Connors,United States,USA,false,,301
ATP250MatchesPlayed,Most ATP 250/WS Matches Played,Ilie Nastase,Romania,ROU,false,,641
DavisCupMatchesPlayed,Most Davis Cup Matches Played,Ilie Nastase,Romania,ROU,false,,89
BestOf3MatchesPlayed,Most Best of 3 Matches Played,Jimmy Connors,United States,USA,false,,1187
BestOf5MatchesPlayed,Most Best of 5 Matches Played,Roger Federer,Switzerland,SUI,true,,500
HardMatchesPlayed,Most Hard Matches Played,Roger Federer,Switzerland,SUI,true,,932
ClayMatchesPlayed,Most Clay Matches Played,Guillermo Vilas,Argentina,ARG,false,,841
GrassMatchesPlayed,Most Grass Matches Played,Phil Dent,Australia,AUS,false,,229
CarpetMatchesPlayed,Most Carpet Matches Played,Jimmy Connors,United States,USA,false,,442
OutdoorMatchesPlayed,Most Outdoor Matches Played,Roger Federer,Switzerland,SUI,true,,1183
IndoorMatchesPlayed,Most Indoor Matches Played,Jimmy Connors,United States,USA,false,,600
MatchesVsNo1Played,Most Matches Played Vs No. 1,Jimmy Connors,United States,USA,false,,43
MatchesVsTop5Played,Most Matches Played Vs Top 5,Novak Djokovic,Serbia,SRB,true,,181
MatchesVsTop10Played,Most Matches Played Vs Top 10,Roger Federer,Switzerland,SUI,true,,346
SeasonMatchesPlayed,Most Matches Played in Single Season,Guillermo Vilas,Argentina,ARG,false,,147
SeasonHardMatchesPlayed,Most Hard Matches Played in Single Season,Andre Agassi,United States,USA,false,,68
SeasonClayMatchesPlayed,Most Clay Matches Played in Single Season,Manuel Orantes,Spain,ESP,false,,104
SeasonGrassMatchesPlayed,Most Grass Matches Played in Single Season,John Newcombe,Australia,AUS,false,,44
SeasonCarpetMatchesPlayed,Most Carpet Matches Played in Single Season,John McEnroe,United States,USA,false,,57
SeasonOutdoorMatchesPlayed,Most Outdoor Matches Played in Single Season,Guillermo Vilas,Argentina,ARG,false,,130
SeasonIndoorMatchesPlayed,Most Indoor Matches Played in Single Season,Arthur Ashe,United States,USA,false,,66
SeasonMatchesVsNo1Played,Most Matches Played Vs No. 1 in Single Season,Andres Gimeno,Spain,ESP,false,,10
SeasonMatchesVsTop5Played,Most Matches Played Vs Top 5 in Single Season,Richard Pancho Gonzales,United States,USA,false,,27
SeasonMatchesVsTop10Played,Most Matches Played Vs Top 10 in Single Season,Rod Laver,Australia,AUS,false,,45
TournamentMatchesPlayed,Most Matches Played at Single Tournament,Roger Federer,Switzerland,SUI,true,,119
GrandSlamTournamentMatchesPlayed,Most Matches Played at Single Grand Slam Tournament,Roger Federer,Switzerland,SUI,true,,119
MastersTournamentMatchesPlayed,Most Matches Played at Single Masters Tournament,Roger Federer,Switzerland,SUI,true,,79
ATP500TournamentMatchesPlayed,Most Matches Played at Single ATP 500/CS Tournament,Rafael Nadal,Spain,ESP,true,,70
ATP250TournamentMatchesPlayed,Most Matches Played at Single ATP 250/WS Tournament,Andre Agassi,United States,USA,false,,57
MatchesPlayedAtEachGrandSlamTournament,Most Matches Played at Each Grand Slam Tournament,Roger Federer,Switzerland,SUI,true,,90
MatchesVsDifferentPlayersPlayed,Most Matches Vs Different Players Played,Jimmy Connors,United States,USA,false,,461
GrandSlamMatchesVsDifferentPlayersPlayed,Most Grand Slam Matches Vs Different Players Played,Roger Federer,Switzerland,SUI,true,,199
TourFinalsMatchesVsDifferentPlayersPlayed,Most Tour Finals Matches Vs Different Players Played,Roger Federer,Switzerland,SUI,true,,40
MastersMatchesVsDifferentPlayersPlayed,Most Masters Matches Vs Different Players Played,Jimmy Connors,United States,USA,false,,194
HardMatchesVsDifferentPlayersPlayed,Most Hard Matches Vs Different Players Played,Jimmy Connors,United States,USA,false,,311
ClayMatchesVsDifferentPlayersPlayed,Most Clay Matches Vs Different Players Played,Guillermo Vilas,Argentina,ARG,false,,318
GrassMatchesVsDifferentPlayersPlayed,Most Grass Matches Vs Different Players Played,John Alexander,Australia,AUS,false,,156
CarpetMatchesVsDifferentPlayersPlayed,Most Carpet Matches Vs Different Players Played,Jimmy Connors,United States,USA,false,,191
MatchesPlayedEndedByRetirement,Most Matches Played that ended by Retirement,Novak Djokovic,Serbia,SRB,true,,39
MatchesPlayedEndedByWalkover,Most Matches Played that ended by Walkover,Jimmy Connors,United States,USA,false,,25
MatchesPlayedEndedByDefaulting,Most Matches Played that ended by Defaulting,Ilie Nastase,Romania,ROU,false,,5
MatchesPlayedEndedByRetirementWalkoverDefaulting,"Most Matches Played that ended by Retirement, Walkover or Defaulting",Jimmy Connors,United States,USA,false,,56
MatchesWon,Most Matches Won,Jimmy Connors,United States,USA,false,,1275
GrandSlamMatchesWon,Most Grand Slam Matches Won,Roger Federer,Switzerland,SUI,true,,369
TourFinalsMatchesWon,Most Tour Finals Matches Won,Roger Federer,Switzerland,SUI,true,,59
AltFinalsMatchesWon,Most Alternative Tour Finals Matches Won,Rod Laver,Australia,AUS,false,,23
MastersMatchesWon,Most Masters Matches Won,Rafael Nadal,Spain,ESP,true,,398
OlympicsMatchesWon,Most Olympics Matches Won,Novak Djokovic,Serbia,SRB,true,,13
ATP500MatchesWon,Most ATP 500/CS Matches Won,Jimmy Connors,United States,USA,false,,241
ATP250MatchesWon,Most ATP 250/WS Matches Won,Ilie Nastase,Romania,ROU,false,,479
DavisCupMatchesWon,Most Davis Cup Matches Won,Ilie Nastase,Romania,ROU,false,,71
BestOf3MatchesWon,Most Best of 3 Matches Won,Jimmy Connors,United States,USA,false,,974
BestOf5MatchesWon,Most Best of 5 Matches Won,Roger Federer,Switzerland,SUI,true,,424
HardMatchesWon,Most Hard Matches Won,Roger Federer,Switzerland,SUI,true,,776
ClayMatchesWon,Most Clay Matches Won,Guillermo Vilas,Argentina,ARG,false,,672
GrassMatchesWon,Most Grass Matches Won,Roger Federer,Switzerland,SUI,true,,192
CarpetMatchesWon,Most Carpet Matches Won,Jimmy Connors,United States,USA,false,,365
OutdoorMatchesWon,Most Outdoor Matches Won,Roger Federer,Switzerland,SUI,true,,976
IndoorMatchesWon,Most Indoor Matches Won,Jimmy Connors,United States,USA,false,,494
MatchesVsNo1Won,Most Matches Won Vs No. 1,Rafael Nadal,Spain,ESP,true,,22
MatchesVsTop5Won,Most Matches Won Vs Top 5,Novak Djokovic,Serbia,SRB,true,,108
MatchesVsTop10Won,Most Matches Won Vs Top 10,Novak Djokovic,Serbia,SRB,true,,229
SeasonMatchesWon,Most Matches Won in Single Season,Guillermo Vilas,Argentina,ARG,false,,133
SeasonHardMatchesWon,Most Hard Matches Won in Single Season,Roger Federer,Switzerland,SUI,true,,59
SeasonClayMatchesWon,Most Clay Matches Won in Single Season,Guillermo Vilas,Argentina,ARG,false,,95
SeasonGrassMatchesWon,Most Grass Matches Won in Single Season,John Newcombe,Australia,AUS,false,,37
SeasonCarpetMatchesWon,Most Carpet Matches Won in Single Season,John McEnroe,United States,USA,false,,50
SeasonOutdoorMatchesWon,Most Outdoor Matches Won in Single Season,Guillermo Vilas,Argentina,ARG,false,,119
SeasonIndoorMatchesWon,Most Indoor Matches Won in Single Season,Arthur Ashe,United States,USA,false,,56
SeasonMatchesVsNo1Won,Most Matches Won Vs No. 1 in Single Season,Roy Emerson,Australia,AUS,false,,5
SeasonMatchesVsTop5Won,Most Matches Won Vs Top 5 in Single Season,Rod Laver,Australia,AUS,false,,18
SeasonMatchesVsTop10Won,Most Matches Won Vs Top 10 in Single Season,Rod Laver,Australia,AUS,false,,35
TournamentMatchesWon,Most Matches Won at Single Tournament,Rafael Nadal,Spain,ESP,true,,105
GrandSlamTournamentMatchesWon,Most Matches Won at Single Grand Slam Tournament,Rafael Nadal,Spain,ESP,true,,105
MastersTournamentMatchesWon,Most Matches Won at Single Masters Tournament,Rafael Nadal,Spain,ESP,true,,73
ATP500TournamentMatchesWon,Most Matches Won at Single ATP 500/CS Tournament,Rafael Nadal,Spain,ESP,true,,66
ATP250TournamentMatchesWon,Most Matches Won at Single ATP 250/WS Tournament,Andre Agassi,United States,USA,false,,49
MatchesWonAtEachGrandSlamTournament,Most Matches Won at Each Grand Slam Tournament,Novak Djokovic,Serbia,SRB,true,,79
MatchesVsDifferentPlayersWon,Most Matches Vs Different Players Won,Jimmy Connors,United States,USA,false,,431
GrandSlamMatchesVsDifferentPlayersWon,Most Grand Slam Matches Vs Different Players Won,Roger Federer,Switzerland,SUI,true,,187
TourFinalsMatchesVsDifferentPlayersWon,Most Tour Finals Matches Vs Different Players Won,Roger Federer,Switzerland,SUI,true,,36
MastersMatchesVsDifferentPlayersWon,Most Masters Matches Vs Different Players Won,Jimmy Connors,United States,USA,false,,179
HardMatchesVsDifferentPlayersWon,Most Hard Matches Vs Different Players Won,Andre Agassi,United States,USA,false,,291
ClayMatchesVsDifferentPlayersWon,Most Clay Matches Vs Different Players Won,Guillermo Vilas,Argentina,ARG,false,,287
GrassMatchesVsDifferentPlayersWon,Most Grass Matches Vs Different Players Won,Jimmy Connors,United States,USA,false,,124
CarpetMatchesVsDifferentPlayersWon,Most Carpet Matches Vs Different Players Won,Jimmy Connors,United States,USA,false,,179
MatchesWonByRetirement,Most Matches Won by Retirement,Novak Djokovic,Serbia,SRB,true,,26
MatchesWonByWalkover,Most Matches Won by Walkover,Roger Federer,Switzerland,SUI,true,,14
MatchesWonByDefaulting,Most Matches Won by Defaulting,Pat Cramer,South Africa,RSA,false,,1
MatchesWonByRetirementWalkoverDefaulting,"Most Matches Won by Retirement, Walkover or Defaulting",Novak Djokovic,Serbia,SRB,true,,39
WinningPct,Highest Winning Pct.,Novak Djokovic,Serbia,SRB,true,,83.32%
GrandSlamWinningPct,Highest Grand Slam Winning Pct.,Bjorn Borg,Sweden,SWE,false,,89.81%
TourFinalsWinningPct,Highest Tour Finals Winning Pct.,Ilie Nastase,Romania,ROU,false,,88.00%
AltFinalsWinningPct,Highest Alternative Tour Finals Winning Pct.,David Wheaton,United States,USA,false,,85.71%
MastersWinningPct,Highest Masters Winning Pct.,Jimmy Connors,United States,USA,false,,83.10%
OlympicsWinningPct,Highest Olympics Winning Pct.,Alexander Zverev,Germany,GER,true,,100.00%
ATP500WinningPct,Highest ATP 500/CS Winning Pct.,Roger Federer,Switzerland,SUI,true,,87.25%
ATP250WinningPct,Highest ATP 250/WS Winning Pct.,John McEnroe,United States,USA,false,,84.13%
DavisCupWinningPct,Highest Davis Cup Winning Pct.,Marcos Baghdatis,Cyprus,CYP,false,,100.00%
BestOf3WinningPct,Highest Best of 3 Winning Pct.,Ivan Lendl,United States,USA,false,,82.31%
BestOf5WinningPct,Highest Best of 5 Winning Pct.,Rafael Nadal,Spain,ESP,true,,88.44%
HardWinningPct,Highest Hard Winning Pct.,Novak Djokovic,Serbia,SRB,true,,84.42%
ClayWinningPct,Highest Clay Winning Pct.,Rafael Nadal,Spain,ESP,true,,91.52%
GrassWinningPct,Highest Grass Winning Pct.,Roger Federer,Switzerland,SUI,true,,86.88%
CarpetWinningPct,Highest Carpet Winning Pct.,John McEnroe,United States,USA,false,,84.54%
OutdoorWinningPct,Highest Outdoor Winning Pct.,Rafael Nadal,Spain,ESP,true,,85.01%
IndoorWinningPct,Highest Indoor Winning Pct.,John McEnroe,United States,USA,false,,85.48%
WinningPctVsNo1,Highest Winning Pct. Vs No. 1,Richard Krajicek,Netherlands,NED,false,,58.33%
WinningPctVsTop5,Highest Winning Pct. Vs Top 5,Bjorn Borg,Sweden,SWE,false,,70.11%
WinningPctVsTop10,Highest Winning Pct. Vs Top 10,Bjorn Borg,Sweden,SWE,false,,69.64%
SeasonWinningPct,Highest Winning Pct. in Single Season,John McEnroe,United States,USA,false,"2, 1",96.47%
SeasonHardWinningPct,Highest Hard Winning Pct. in Single Season,Rafael Nadal,Spain,ESP,true,,100.00%
SeasonClayWinningPct,Highest Clay Winning Pct. in Single Season,Rafael Nadal,Spain,ESP,true,,100.00%
SeasonGrassWinningPct,Highest Grass Winning Pct. in Single Season,Lleyton Hewitt,Australia,AUS,false,,100.00%
SeasonCarpetWinningPct,Highest Carpet Winning Pct. in Single Season,Ivan Lendl,United States,USA,false,,100.00%
SeasonOutdoorWinningPct,Highest Outdoor Winning Pct. in Single Season,Roger Federer,Switzerland,SUI,true,,95.71%
SeasonIndoorWinningPct,Highest Indoor Winning Pct. in Single Season,John McEnroe,United States,USA,false,,100.00%
SeasonWinningPctVsNo1,Highest Winning Pct. Vs No. 1 in Single Season,Novak Djokovic,Serbia,SRB,true,,100.00%
SeasonWinningPctVsTop5,Highest Winning Pct. Vs Top 5 in Single Season,Roger Federer,Switzerland,SUI,true,,100.00%
SeasonWinningPctVsTop10,Highest Winning Pct. Vs Top 10 in Single Season,Roger Federer,Switzerland,SUI,true,,100.00%
TournamentWinningPct,Highest Winning Pct. at Single Tournament,Novak Djokovic,Serbia,SRB,true,,100.00%
TournamentGrandSlamWinningPct,Highest Winning Pct. at Single Grand Slam Tournament,Rafael Nadal,Spain,ESP,true,,97.22%
TournamentMastersWinningPct,Highest Winning Pct. at Single Masters Tournament,Jimmy Connors,United States,USA,false,,96.00%
TournamentATP500WinningPct,Highest Winning Pct. at Single ATP 500/CS Tournament,Novak Djokovic,Serbia,SRB,true,,100.00%
TournamentATP250WinningPct,Highest Winning Pct. at Single ATP 250/WS Tournament,Jimmy Connors,United States,USA,false,,100.00%
PeakWinningPct,Highest Peak Winning Pct.,Jimmy Connors,United States,USA,false,,86.46%
GrandSlamPeakWinningPct,Highest Grand Slam Peak Winning Pct.,Rod Laver,Australia,AUS,false,,92.16%
TourFinalsPeakWinningPct,Highest Tour Finals Peak Winning Pct.,Ilie Nastase,Romania,ROU,false,,100.00%
AltFinalsPeakWinningPct,Highest Alternative Tour Finals Peak Winning Pct.,Pete Sampras,United States,USA,false,,100.00%
MastersPeakWinningPct,Highest Masters Peak Winning Pct.,Jimmy Connors,United States,USA,false,,88.96%
OlympicsPeakWinningPct,Highest Olympics Peak Winning Pct.,Rafael Nadal,Spain,ESP,true,,100.00%
ATP500PeakWinningPct,Highest ATP 500/CS Peak Winning Pct.,Rafael Nadal,Spain,ESP,true,,90.38%
ATP250PeakWinningPct,Highest ATP 250/WS Peak Winning Pct.,Ivan Lendl,United States,USA,false,,88.89%
DavisCupPeakWinningPct,Highest Davis Cup Peak Winning Pct.,Marcos Baghdatis,Cyprus,CYP,false,,100.00%
BestOf3PeakWinningPct,Highest Best of 3 Peak Winning Pct.,Jimmy Connors,United States,USA,false,,87.68%
BestOf5PeakWinningPct,Highest Best of 5 Peak Winning Pct.,Rod Laver,Australia,AUS,false,,92.23%
HardPeakWinningPct,Highest Hard Peak Winning Pct.,Ivan Lendl,United States,USA,false,,88.45%
ClayPeakWinningPct,Highest Clay Peak Winning Pct.,Rafael Nadal,Spain,ESP,true,,93.46%
GrassPeakWinningPct,Highest Grass Peak Winning Pct.,Rod Laver,Australia,AUS,false,,92.06%
CarpetPeakWinningPct,Highest Carpet Peak Winning Pct.,Jimmy Connors,United States,USA,false,,91.10%
OutdoorPeakWinningPct,Highest Outdoor Peak Winning Pct.,Rafael Nadal,Spain,ESP,true,,86.24%
IndoorPeakWinningPct,Highest Indoor Peak Winning Pct.,John McEnroe,United States,USA,false,,90.62%
PeakWinningPctVsNo1,Highest Peak Winning Pct. Vs No. 1,Rafael Nadal,Spain,ESP,true,,70.00%
PeakWinningPctVsTop5,Highest Peak Winning Pct. Vs Top 5,Rod Laver,Australia,AUS,false,,74.67%
PeakWinningPctVsTop10,Highest Peak Winning Pct. Vs Top 10,Rod Laver,Australia,AUS,false,,77.44%
WinningStreak,Winning Streak,Bjorn Borg,Sweden,SWE,false,"2, 1",49
GrandSlamWinningStreak,Grand Slam Winning Streak,Novak Djokovic,Serbia,SRB,true,"2, 1",30
TourFinalsWinningStreak,Tour Finals Winning Streak,Ivan Lendl,United States,USA,false,1,15
AltFinalsWinningStreak,Alternative Tour Finals Winning Streak,Rod Laver,Australia,AUS,false,,17
AllFinalsWinningStreak,All Tour Finals Winning Streak (Official and Alternative),Ivan Lendl,United States,USA,false,,18
MastersWinningStreak,Masters Winning Streak,Ivan Lendl,United States,USA,false,1,44
OlympicsWinningStreak,Olympics Winning Streak,Andy Murray,United Kingdom,GBR,true,,12
BigTournamentWinningStreak,"Big Tournament Winning Streak (Grand Slam, All Tour Finals, Masters, Olympics)",Novak Djokovic,Serbia,SRB,true,"2, 1",43
ATP500WinningStreak,ATP 500/CS Winning Streak,Boris Becker,Germany,GER,false,,45
ATP250WinningStreak,ATP 250/WS Winning Streak,Jimmy Connors,United States,USA,false,,84
SmallTournamentWinningStreak,"Small Tournament Winning Streak (ATP 500/CS, ATP 250/WS)",Ivan Lendl,United States,USA,false,,65
DavisCupWinningStreak,Davis Cup Winning Streak,Bjorn Borg,Sweden,SWE,false,,29
BestOf3WinningStreak,Best of 3 Winning Streak,Bjorn Borg,Sweden,SWE,false,,53
BestOf5WinningStreak,Best of 5 Winning Streak,Bjorn Borg,Sweden,SWE,false,,43
HardWinningStreak,Hard Winning Streak,Roger Federer,Switzerland,SUI,true,1,56
ClayWinningStreak,Clay Winning Streak,Rafael Nadal,Spain,ESP,true,1,81
GrassWinningStreak,Grass Winning Streak,Roger Federer,Switzerland,SUI,true,1,65
CarpetWinningStreak,Carpet Winning Streak,John McEnroe,United States,USA,false,1,65
OutdoorWinningStreak,Outdoor Winning Streak,Bjorn Borg,Sweden,SWE,false,1,53
IndoorWinningStreak,Indoor Winning Streak,John McEnroe,United States,USA,false,1,75
WinningStreakVsNo1,Winning Streak Vs No. 1,Ivan Lendl,United States,USA,false,1,5
WinningStreakVsTop5,Winning Streak Vs Top 5,Roger Federer,Switzerland,SUI,true,1,15
WinningStreakVsTop10,Winning Streak Vs Top 10,Roger Federer,Switzerland,SUI,true,1,24
TournamentWinningStreak,Winning Streak at Single Tournament,Rafael Nadal,Spain,ESP,true,,46
GrandSlamTournamentWinningStreak,Winning Streak at Single Grand Slam Tournament,Bjorn Borg,Sweden,SWE,false,,41
MastersTournamentWinningStreak,Winning Streak at Single Masters Tournament,Rafael Nadal,Spain,ESP,true,,46
ATP500TournamentWinningStreak,Winning Streak at Single ATP 500/CS Tournament,Rafael Nadal,Spain,ESP,true,,41
ATP250TournamentWinningStreak,Winning Streak at Single ATP 250/WS Tournament,Guillermo Vilas,Argentina,ARG,false,,34
WeeksAtATPNo1,Most Weeks at ATP No. 1,Novak Djokovic,Serbia,SRB,true,"4, 2, 1",358
WeeksAtATPNo2,Most Weeks at ATP No. 2,Rafael Nadal,Spain,ESP,true,,370
WeeksAtATPNo3,Most Weeks at ATP No. 3,Roger Federer,Switzerland,SUI,true,,222
WeeksAtATPTop2,Most Weeks at ATP Top 2,Rafael Nadal,Spain,ESP,true,"2, 1",579
WeeksAtATPTop3,Most Weeks at ATP Top 3,Roger Federer,Switzerland,SUI,true,"2, 1",750
WeeksAtATPTop5,Most Weeks at ATP Top 5,Roger Federer,Switzerland,SUI,true,1,859
WeeksAtATPTop10,Most Weeks at ATP Top 10,Roger Federer,Switzerland,SUI,true,1,968
WeeksAtATPTop20,Most Weeks at ATP Top 20,Roger Federer,Switzerland,SUI,true,,1064
ConsecutiveWeeksAtATPNo1,Most Consecutive Weeks at ATP No. 1,Roger Federer,Switzerland,SUI,true,"2, 1",237
ConsecutiveWeeksAtATPNo2,Most Consecutive Weeks at ATP No. 2,Rafael Nadal,Spain,ESP,true,,160
ConsecutiveWeeksAtATPNo3,Most Consecutive Weeks at ATP No. 3,Novak Djokovic,Serbia,SRB,true,,91
ConsecutiveWeeksAtATPTop2,Most Consecutive Weeks at ATP Top 2,Roger Federer,Switzerland,SUI,true,1,346
ConsecutiveWeeksAtATPTop3,Most Consecutive Weeks at ATP Top 3,Ivan Lendl,United States,USA,false,1,465
ConsecutiveWeeksAtATPTop5,Most Consecutive Weeks at ATP Top 5,Jimmy Connors,United States,USA,false,,658
ConsecutiveWeeksAtATPTop10,Most Consecutive Weeks at ATP Top 10,Rafael Nadal,Spain,ESP,true,,854
ConsecutiveWeeksAtATPTop20,Most Consecutive Weeks at ATP Top 20,Roger Federer,Switzerland,SUI,true,,1062
EndsOfSeasonAtATPNo1,Most Ends of Season at ATP No. 1,Novak Djokovic,Serbia,SRB,true,"4, 2, 1",7
EndsOfSeasonAtATPNo2,Most Ends of Season at ATP No. 2,Rafael Nadal,Spain,ESP,true,,7
EndsOfSeasonAtATPNo3,Most Ends of Season at ATP No. 3,Ivan Lendl,United States,USA,false,,4
EndsOfSeasonAtATPTop2,Most Ends of Season at ATP Top 2,Rafael Nadal,Spain,ESP,true,"2, 1",12
EndsOfSeasonAtATPTop3,Most Ends of Season at ATP Top 3,Roger Federer,Switzerland,SUI,true,"2, 1",15
EndsOfSeasonAtATPTop5,Most Ends of Season at ATP Top 5,Roger Federer,Switzerland,SUI,true,1,16
EndsOfSeasonAtATPTop10,Most Ends of Season at ATP Top 10,Roger Federer,Switzerland,SUI,true,1,18
EndsOfSeasonAtATPTop20,Most Ends of Season at ATP Top 20,Roger Federer,Switzerland,SUI,true,,21
ConsecutiveEndsOfSeasonAtATPNo1,Most Consecutive Ends of Season at ATP No. 1,Pete Sampras,United States,USA,false,"2, 1",6
ConsecutiveEndsOfSeasonAtATPNo2,Most Consecutive Ends of Season at ATP No. 2,Rafael Nadal,Spain,ESP,true,,3
ConsecutiveEndsOfSeasonAtATPNo3,Most Consecutive Ends of Season at ATP No. 3,Novak Djokovic,Serbia,SRB,true,,4
ConsecutiveEndsOfSeasonAtATPTop2,Most Consecutive Ends of Season at ATP Top 2,Roger Federer,Switzerland,SUI,true,1,8
ConsecutiveEndsOfSeasonAtATPTop3,Most Consecutive Ends of Season at ATP Top 3,Jimmy Connors,United States,USA,false,1,12
ConsecutiveEndsOfSeasonAtATPTop5,Most Consecutive Ends of Season at ATP Top 5,Jimmy Connors,United States,USA,false,,13
ConsecutiveEndsOfSeasonAtATPTop10,Most Consecutive Ends of Season at ATP Top 10,Rafael Nadal,Spain,ESP,true,,17
ConsecutiveEndsOfSeasonAtATPTop20,Most Consecutive Ends of Season at ATP Top 20,Roger Federer,Switzerland,SUI,true,,21
TimesAtATPNo1,Most Times at ATP No. 1,John McEnroe,United States,USA,false,,14
TimesAtATPNo2,Most Times at ATP No. 2,Jimmy Connors,United States,USA,false,,22
TimesAtATPNo3,Most Times at ATP No. 3,Jimmy Connors,United States,USA,false,,20
YoungestATPNo1,Youngest ATP No. 1,Lleyton Hewitt,Australia,AUS,false,1,20 years 8 mons 23 days
YoungestATPTop2,Youngest ATP Top 2,Boris Becker,Germany,GER,false,,18 years 9 mons 16 days
YoungestATPTop3,Youngest ATP Top 3,Andre Agassi,United States,USA,false,,18 years 6 mons 8 days
YoungestATPTop5,Youngest ATP Top 5,Michael Chang,United States,USA,false,,17 years 5 mons 14 days
YoungestATPTop10,Youngest ATP Top 10,Aaron Krickstein,United States,USA,false,,17 years 11 days
YoungestATPTop20,Youngest ATP Top 20,Aaron Krickstein,United States,USA,false,,16 years 11 mons 21 days
OldestATPNo1,Oldest ATP No. 1,Roger Federer,Switzerland,SUI,true,1,36 years 10 mons 10 days
OldestATPTop2,Oldest ATP Top 2,Ken Rosewall,Australia,AUS,false,,40 years 7 mons 28 days
OldestATPTop3,Oldest ATP Top 3,Ken Rosewall,Australia,AUS,false,,40 years 7 mons 28 days
OldestATPTop5,Oldest ATP Top 5,Ken Rosewall,Australia,AUS,false,,40 years 7 mons 28 days
OldestATPTop10,Oldest ATP Top 10,Ken Rosewall,Australia,AUS,false,,41 years 8 mons 24 days
OldestATPTop20,Oldest ATP Top 20,Ken Rosewall,Australia,AUS,false,,43 years 8 mons 29 days
LongestATPNo1Span,Longest Career First ATP No. 1 to Last ATP No. 1,Roger Federer,Switzerland,SUI,true,,14 years 4 mons 16 days
LongestATPTop2Span,Longest Career First ATP Top 2 to Last ATP Top 2,Rafael Nadal,Spain,ESP,true,,15 years 9 mons 9 days
LongestATPTop3Span,Longest Career First ATP Top 3 to Last ATP Top 3,Roger Federer,Switzerland,SUI,true,,16 years 7 mons 17 days
LongestATPTop5Span,Longest Career First ATP Top 5 to Last ATP Top 5,Roger Federer,Switzerland,SUI,true,,18 years 1 mon 5 days
LongestATPTop10Span,Longest Career First ATP Top 10 to Last ATP Top 10,Roger Federer,Switzerland,SUI,true,,19 years 4 mons 15 days
LongestATPTop20Span,Longest Career First ATP Top 20 to Last ATP Top 20,Roger Federer,Switzerland,SUI,true,,20 years 10 mons 19 days
YoungestEndOfSeasonATPNo1,Youngest End of Season ATP No. 1,Lleyton Hewitt,Australia,AUS,false,,20 years 10 mons 7 days
YoungestEndOfSeasonATPTop2,Youngest End of Season ATP Top 2,Boris Becker,Germany,GER,false,,19 years 1 mon 9 days
YoungestEndOfSeasonATPTop3,Youngest End of Season ATP Top 3,Bjorn Borg,Sweden,SWE,false,,18 years 6 mons 25 days
YoungestEndOfSeasonATPTop5,Youngest End of Season ATP Top 5,Michael Chang,United States,USA,false,,17 years 10 mons 9 days
YoungestEndOfSeasonATPTop10,Youngest End of Season ATP Top 10,Michael Chang,United States,USA,false,,17 years 10 mons 9 days
YoungestEndOfSeasonATPTop20,Youngest End of Season ATP Top 20,Aaron Krickstein,United States,USA,false,,17 years 4 mons 29 days
OldestEndOfSeasonATPNo1,Oldest End of Season ATP No. 1,Novak Djokovic,Serbia,SRB,true,,34 years 7 mons 9 days
OldestEndOfSeasonATPTop2,Oldest End of Season ATP Top 2,Roger Federer,Switzerland,SUI,true,,36 years 4 mons 23 days
OldestEndOfSeasonATPTop3,Oldest End of Season ATP Top 3,Roger Federer,Switzerland,SUI,true,,38 years 4 mons 23 days
OldestEndOfSeasonATPTop5,Oldest End of Season ATP Top 5,Roger Federer,Switzerland,SUI,true,,39 years 4 mons 23 days
OldestEndOfSeasonATPTop10,Oldest End of Season ATP Top 10,Ken Rosewall,Australia,AUS,false,,41 years 1 mon 29 days
OldestEndOfSeasonATPTop20,Oldest End of Season ATP Top 20,Ken Rosewall,Australia,AUS,false,,43 years 1 mon 29 days
LongestEndOfSeasonATPNo1Span,Longest Career First End of Season ATP No. 1 to Last ATP No. 1,Rafael Nadal,Spain,ESP,true,,12
LongestEndOfSeasonATPTop2Span,Longest Career First End of Season ATP Top 2 to Last ATP Top 2,Rafael Nadal,Spain,ESP,true,,16
LongestEndOfSeasonATPTop3Span,Longest Career First End of Season ATP Top 3 to Last ATP Top 3,Roger Federer,Switzerland,SUI,true,,17
LongestEndOfSeasonATPTop5Span,Longest Career First End of Season ATP Top 5 to Last ATP Top 5,Roger Federer,Switzerland,SUI,true,,18
